Cbir_RNA3_R0	gene_0
Cbir_RNA11543_R0	gene_6743
Amel_RNA25184_R0	gene_6744
Cbir_RNA11554_R0	gene_6745
Aech_RNA2444_R0	gene_6746
Cbir_RNA11557_R0	gene_6747
Cbir_RNA11559_R0	gene_6748
Cbir_RNA11560_R0	gene_6748
Cbir_RNA11564_R0	gene_6749
Dqua_RNA4876_R0	gene_6749
Cbir_RNA11566_R0	gene_6750
Cbir_RNA11572_R0	gene_6751
Aech_RNA2445_R3	gene_6752
Cbir_RNA11558_R0	gene_6753
Nvit_RNA12778_R1	gene_6753
Cbir_RNA11555_R0	gene_6754
Cbir_RNA11562_R0	gene_6755
Cbir_RNA11563_R0	gene_6755
Aech_RNA16866_R0	gene_6755
Aech_RNA16867_R0	gene_6755
Mpha_RNA16735_R0	gene_6755
Nvit_RNA5839_R0	gene_6755
Cbir_RNA11569_R0	gene_6756
Sinv_RNA11148_R0	gene_6756
Cbir_RNA11568_R0	gene_6756
Cbir_RNA11576_R0	gene_6757
Cbir_RNA11582_R0	gene_6758
Cbir_RNA11586_R0	gene_6759
Cbir_RNA24714_R8	gene_6760
Cbir_RNA11599_R0	gene_6761
Cbir_RNA11600_R0	gene_6761
Mpha_RNA18460_R0	gene_6761
Lhum_RNA22725_R0	gene_6762
Amel_RNA13032_R0	gene_6763
Cbir_RNA11595_R0	gene_6764
Cbir_RNA11601_R0	gene_6765
Nvit_RNA23215_R0	gene_6765
Cbir_RNA11602_R0	gene_6766
Cbir_RNA11603_R0	gene_6767
Mpha_RNA10402_R0	gene_6768
Cbir_RNA11611_R0	gene_6769
Cbir_RNA20252_R9	gene_6770
Mpha_RNA1038_R9	gene_6771
Lhum_RNA7469_R9	gene_6772
Lhum_RNA20658_R4	gene_6773
Sinv_RNA11951_R3	gene_6774
Lhum_RNA122_R3	gene_6775
Sinv_RNA13426_R3	gene_6776
Cbir_RNA11616_R0	gene_6777
Sinv_RNA1808_R0	gene_6777
Lhum_RNA11544_R0	gene_6777
Aech_RNA17384_R2	gene_6778
Cbir_RNA16952_R4	gene_6779
Cbir_RNA20294_R7	gene_6780
Cbir_RNA6258_R9	gene_6781
Mpha_RNA6096_R6	gene_6782
Mpha_RNA3099_R3	gene_6783
Cbir_RNA11631_R0	gene_6784
Dqua_RNA603_R3	gene_6785
Dqua_RNA17260_R5	gene_6786
Lhum_RNA6962_R6	gene_6787
Lhum_RNA8751_R5	gene_6788
Dqua_RNA22009_R9	gene_6789
Cbir_RNA1157_R5	gene_6790
Cbir_RNA11635_R0	gene_6791
Mpha_RNA5179_R1	gene_6792
Sinv_RNA21135_R5	gene_6793
Cbir_RNA7442_R3	gene_6794
Cbir_RNA11633_R0	gene_6795
Sinv_RNA19017_R1	gene_6795
Lhum_RNA2595_R5	gene_6796
Cbir_RNA14081_R2	gene_6797
Nvit_RNA25749_R8	gene_6798
Cbir_RNA23116_R5	gene_6799
Cbir_RNA11637_R0	gene_6800
Cbir_RNA11638_R0	gene_6801
Cbir_RNA11639_R0	gene_6802
Dqua_RNA2637_R0	gene_6803
Mpha_RNA4022_R0	gene_6804
Cbir_RNA11642_R0	gene_6805
Cbir_RNA11654_R0	gene_6806
Cbir_RNA11656_R0	gene_6807
Cbir_RNA11659_R0	gene_6808
Cbir_RNA11660_R0	gene_6809
Aech_RNA1816_R0	gene_6810
Dmel_RNA16004_R7	gene_6811
Cbir_RNA11669_R0	gene_6812
Nvit_RNA13877_R0	gene_6812
Cbir_RNA11670_R0	gene_6813
Amel_RNA573_R0	gene_6813
Nvit_RNA13901_R0	gene_6814
Cbir_RNA11681_R0	gene_6815
Lhum_RNA12358_R0	gene_6815
Cbir_RNA11683_R0	gene_6816
Cbir_RNA11688_R0	gene_6817
Cbir_RNA11687_R0	gene_6818
Dqua_RNA13633_R0	gene_6819
Cbir_RNA11696_R0	gene_6820
Aech_RNA11288_R0	gene_6821
Aech_RNA11289_R0	gene_6821
Cbir_RNA11703_R0	gene_6822
Mpha_RNA16989_R0	gene_6822
Sinv_RNA10369_R0	gene_6822
Cbir_RNA11706_R0	gene_6823
Cbir_RNA11707_R0	gene_6823
Dqua_RNA7272_R0	gene_6824
Cbir_RNA11711_R0	gene_6825
Cbir_RNA11714_R0	gene_6826
Cbir_RNA11716_R0	gene_6826
Cbir_RNA11717_R0	gene_6827
Aech_RNA11323_R0	gene_6827
Dmel_RNA19907_R0	gene_6827
Dmel_RNA9615_R1	gene_6827
Cbir_RNA11722_R0	gene_6828
Cbir_RNA11723_R0	gene_6828
Cbir_RNA11731_R0	gene_6829
Cbir_RNA11743_R0	gene_6830
Dmel_RNA22383_R0	gene_6830
Sinv_RNA15062_R0	gene_6831
Mpha_RNA11287_R0	gene_6831
Amel_RNA9188_R3	gene_6831
Dqua_RNA21620_R0	gene_6832
Nvit_RNA18243_R3	gene_6832
Cbir_RNA11752_R0	gene_6833
Cbir_RNA11641_R0	gene_6834
Lhum_RNA22372_R4	gene_6834
Sinv_RNA21675_R0	gene_6834
Sinv_RNA11773_R3	gene_6834
Cbir_RNA11643_R0	gene_6835
Dmel_RNA23148_R0	gene_6836
Dqua_RNA1546_R0	gene_6837
Dmel_RNA25797_R3	gene_6838
Cbir_RNA11652_R0	gene_6839
Cbir_RNA11657_R0	gene_6840
Cbir_RNA11661_R0	gene_6841
Mpha_RNA6546_R0	gene_6842
Sinv_RNA12802_R0	gene_6842
Dmel_RNA16661_R4	gene_6843
Mpha_RNA5494_R0	gene_6844
Dqua_RNA18435_R0	gene_6845
Cbir_RNA11680_R0	gene_6846
Amel_RNA25363_R0	gene_6846
Cbir_RNA11682_R0	gene_6847
Lhum_RNA12361_R0	gene_6847
Nvit_RNA21925_R0	gene_6847
Cbir_RNA11686_R0	gene_6848
Dqua_RNA20873_R0	gene_6848
Cbir_RNA11689_R0	gene_6849
Sinv_RNA6409_R0	gene_6849
Nvit_RNA15926_R0	gene_6849
Amel_RNA15293_R3	gene_6850
Cbir_RNA11691_R0	gene_6851
Cbir_RNA11698_R0	gene_6852
Sinv_RNA13662_R0	gene_6852
Cbir_RNA11701_R0	gene_6853
Aech_RNA11299_R0	gene_6854
Mpha_RNA16987_R0	gene_6854
Dqua_RNA12443_R2	gene_6855
Cbir_RNA11713_R0	gene_6856
Cbir_RNA11720_R0	gene_6857
Cbir_RNA11721_R0	gene_6858
Mpha_RNA17986_R0	gene_6859
Aech_RNA11321_R0	gene_6860
Cbir_RNA11740_R0	gene_6861
Cbir_RNA11741_R0	gene_6862
Cbir_RNA11742_R0	gene_6862
Cbir_RNA11748_R0	gene_6863
Cbir_RNA11747_R0	gene_6863
Cbir_RNA11745_R0	gene_6863
Dmel_RNA575_R0	gene_6863
Cbir_RNA11751_R0	gene_6864
Cbir_RNA11766_R0	gene_6865
Cbir_RNA11770_R0	gene_6865
Cbir_RNA11768_R0	gene_6865
Mpha_RNA23037_R1	gene_6865
Lhum_RNA7086_R4	gene_6865
Cbir_RNA11771_R0	gene_6866
Cbir_RNA19597_R1	gene_6867
Cbir_RNA19772_R1	gene_6868
Sinv_RNA10819_R7	gene_6869
Cbir_RNA11772_R0	gene_6870
Lhum_RNA238_R5	gene_6871
Cbir_RNA11775_R0	gene_6872
Lhum_RNA23902_R1	gene_6873
Mpha_RNA2620_R9	gene_6874
Nvit_RNA5913_R2	gene_6875
Amel_RNA28427_R3	gene_6876
Sinv_RNA21543_R6	gene_6877
Cbir_RNA18148_R4	gene_6878
Cbir_RNA11781_R0	gene_6879
Cbir_RNA11782_R0	gene_6880
Cbir_RNA11784_R0	gene_6881
Cbir_RNA11783_R0	gene_6882
Cbir_RNA11794_R0	gene_6883
Mpha_RNA10059_R7	gene_6883
Aech_RNA53_R7	gene_6883
Cbir_RNA11791_R0	gene_6884
Cbir_RNA11797_R0	gene_6885
Cbir_RNA11799_R0	gene_6885
Aech_RNA3838_R0	gene_6885
Dqua_RNA22784_R0	gene_6885
Cbir_RNA11801_R0	gene_6886
Cbir_RNA11803_R0	gene_6887
Cbir_RNA11806_R0	gene_6888
Cbir_RNA11805_R0	gene_6888
Dmel_RNA28413_R0	gene_6888
Nvit_RNA9260_R0	gene_6888
Cbir_RNA11809_R0	gene_6889
Dqua_RNA2089_R0	gene_6889
Mpha_RNA5322_R3	gene_6889
Cbir_RNA24619_R2	gene_6890
Cbir_RNA11813_R0	gene_6891
Cbir_RNA11787_R0	gene_6892
Aech_RNA3829_R0	gene_6893
Sinv_RNA11487_R6	gene_6894
Cbir_RNA11796_R0	gene_6895
Cbir_RNA11800_R0	gene_6896
Dmel_RNA21912_R4	gene_6896
Cbir_RNA11802_R0	gene_6897
Dmel_RNA33230_R0	gene_6897
Cbir_RNA11804_R0	gene_6898
Cbir_RNA11808_R0	gene_6899
Mpha_RNA5321_R0	gene_6900
Cbir_RNA11810_R0	gene_6901
Cbir_RNA11811_R0	gene_6902
Lhum_RNA2018_R0	gene_6902
Cbir_RNA11812_R0	gene_6903
Sinv_RNA18954_R0	gene_6904
Cbir_RNA11814_R0	gene_6905
Cbir_RNA11815_R0	gene_6906
Sinv_RNA14595_R1	gene_6907
Mpha_RNA1022_R2	gene_6908
Cbir_RNA11817_R0	gene_6909
Sinv_RNA11131_R1	gene_6910
Cbir_RNA11816_R0	gene_6911
Cbir_RNA14400_R8	gene_6912
Cbir_RNA11822_R0	gene_6913
Cbir_RNA11828_R0	gene_6914
Nvit_RNA2564_R0	gene_6914
Cbir_RNA11833_R0	gene_6915
Cbir_RNA11837_R0	gene_6916
Cbir_RNA11841_R0	gene_6917
Mpha_RNA17291_R0	gene_6917
Sinv_RNA6190_R0	gene_6917
Cbir_RNA11848_R0	gene_6918
Cbir_RNA11849_R0	gene_6919
Cbir_RNA11855_R0	gene_6920
Cbir_RNA11856_R0	gene_6921
Cbir_RNA11862_R0	gene_6922
Amel_RNA22758_R0	gene_6922
Sinv_RNA5789_R0	gene_6922
Lhum_RNA18760_R0	gene_6923
Cbir_RNA11863_R0	gene_6923
Cbir_RNA11867_R0	gene_6924
Amel_RNA22746_R0	gene_6924
Cbir_RNA11869_R0	gene_6925
Cbir_RNA11873_R0	gene_6926
Dmel_RNA1442_R0	gene_6926
Dmel_RNA9063_R1	gene_6926
Nvit_RNA2951_R2	gene_6926
Mpha_RNA23164_R0	gene_6927
Cbir_RNA17044_R2	gene_6928
Cbir_RNA4865_R1	gene_6928
Cbir_RNA4866_R1	gene_6928
Lhum_RNA18189_R0	gene_6929
Dmel_RNA8155_R0	gene_6929
Cbir_RNA17046_R2	gene_6930
Cbir_RNA4866_R4	gene_6930
Cbir_RNA11825_R0	gene_6931
Cbir_RNA11824_R0	gene_6931
Cbir_RNA11826_R0	gene_6931
Cbir_RNA11823_R0	gene_6931
Cbir_RNA11827_R0	gene_6931
Cbir_RNA11829_R0	gene_6932
Dmel_RNA11648_R0	gene_6932
Lhum_RNA18178_R0	gene_6933
Cbir_RNA11830_R0	gene_6933
Dmel_RNA9207_R2	gene_6933
Dmel_RNA3677_R3	gene_6933
Lhum_RNA18724_R0	gene_6934
Cbir_RNA11835_R0	gene_6935
Amel_RNA25248_R0	gene_6935
Dqua_RNA3881_R0	gene_6936
Cbir_RNA11839_R0	gene_6937
Cbir_RNA11847_R0	gene_6938
Cbir_RNA11843_R0	gene_6938
Cbir_RNA11846_R0	gene_6938
Cbir_RNA11844_R0	gene_6938
Lhum_RNA18733_R0	gene_6938
Cbir_RNA11860_R0	gene_6939
Cbir_RNA11859_R0	gene_6939
Amel_RNA22761_R0	gene_6939
Cbir_RNA11865_R0	gene_6940
Dqua_RNA22094_R0	gene_6940
Cbir_RNA11868_R0	gene_6941
Cbir_RNA11871_R0	gene_6942
Dqua_RNA19106_R0	gene_6943
Cbir_RNA11872_R0	gene_6944
Cbir_RNA11876_R0	gene_6945
Sinv_RNA6219_R0	gene_6945
Dmel_RNA21638_R1	gene_6945
Sinv_RNA6218_R0	gene_6946
Lhum_RNA18785_R0	gene_6946
Dqua_RNA10119_R0	gene_6947
Cbir_RNA11888_R0	gene_6948
Cbir_RNA11896_R0	gene_6949
Nvit_RNA16102_R0	gene_6950
Lhum_RNA5514_R0	gene_6951
Dmel_RNA29071_R1	gene_6952
Amel_RNA11729_R0	gene_6953
Sinv_RNA8781_R0	gene_6954
Cbir_RNA11909_R0	gene_6955
Cbir_RNA11910_R0	gene_6956
Amel_RNA11763_R0	gene_6957
Cbir_RNA11885_R0	gene_6958
Cbir_RNA11884_R0	gene_6958
Cbir_RNA11881_R0	gene_6959
Cbir_RNA11887_R0	gene_6960
Lhum_RNA5504_R0	gene_6960
Cbir_RNA24895_R2	gene_6960
Cbir_RNA11882_R0	gene_6961
Cbir_RNA11891_R0	gene_6962
Cbir_RNA11900_R0	gene_6963
Cbir_RNA11901_R0	gene_6964
Cbir_RNA11904_R0	gene_6965
Cbir_RNA11905_R0	gene_6966
Cbir_RNA11907_R0	gene_6967
Dqua_RNA2627_R0	gene_6967
Aech_RNA8999_R0	gene_6967
Cbir_RNA11911_R0	gene_6968
Lhum_RNA5529_R0	gene_6968
Dqua_RNA2621_R0	gene_6968
Aech_RNA17753_R0	gene_6969
Cbir_RNA11914_R0	gene_6969
Nvit_RNA1947_R0	gene_6969
Sinv_RNA8793_R0	gene_6969
Dmel_RNA23059_R0	gene_6969
Cbir_RNA11915_R0	gene_6970
Nvit_RNA16028_R6	gene_6971
Cbir_RNA11918_R0	gene_6972
Mpha_RNA893_R0	gene_6973
Lhum_RNA19888_R0	gene_6974
Lhum_RNA5761_R2	gene_6975
Sinv_RNA19829_R7	gene_6976
Mpha_RNA23068_R5	gene_6977
Lhum_RNA12815_R6	gene_6978
Cbir_RNA11357_R1	gene_6979
Aech_RNA20355_R0	gene_6980
Cbir_RNA12348_R2	gene_6981
Aech_RNA5608_R0	gene_6982
Cbir_RNA6921_R8	gene_6983
Aech_RNA20678_R0	gene_6984
Lhum_RNA7096_R3	gene_6985
Sinv_RNA17885_R2	gene_6986
Cbir_RNA2465_R0	gene_6987
Cbir_RNA3176_R1	gene_6988
Sinv_RNA21060_R3	gene_6989
Lhum_RNA2574_R8	gene_6990
Sinv_RNA17009_R0	gene_6991
Cbir_RNA6475_R1	gene_6992
Lhum_RNA118_R0	gene_6993
Cbir_RNA18628_R6	gene_6994
Sinv_RNA21594_R1	gene_6995
Nvit_RNA18254_R3	gene_6996
Cbir_RNA11922_R0	gene_6997
Cbir_RNA10796_R2	gene_6998
Mpha_RNA7993_R0	gene_6999
Cbir_RNA18628_R5	gene_7000
Cbir_RNA11925_R0	gene_7001
Nvit_RNA32_R0	gene_7001
Cbir_RNA11929_R0	gene_7002
Dmel_RNA24854_R0	gene_7002
Cbir_RNA11931_R0	gene_7003
Cbir_RNA15595_R1	gene_7003
Cbir_RNA11932_R0	gene_7004
Cbir_RNA11933_R0	gene_7005
Cbir_RNA11935_R0	gene_7006
Cbir_RNA11941_R0	gene_7007
Cbir_RNA14523_R8	gene_7008
Cbir_RNA11951_R0	gene_7009
Cbir_RNA11955_R0	gene_7010
Nvit_RNA25082_R0	gene_7010
Cbir_RNA11958_R0	gene_7011
Cbir_RNA11960_R0	gene_7012
Cbir_RNA11959_R0	gene_7012
Cbir_RNA11961_R0	gene_7013
Cbir_RNA11984_R0	gene_7014
Amel_RNA15782_R0	gene_7015
Cbir_RNA12003_R0	gene_7015
Mpha_RNA10601_R0	gene_7015
Cbir_RNA12008_R0	gene_7016
Cbir_RNA12009_R0	gene_7016
Cbir_RNA12013_R0	gene_7017
Cbir_RNA12014_R0	gene_7017
Cbir_RNA12018_R0	gene_7018
Sinv_RNA9704_R0	gene_7018
Cbir_RNA12017_R0	gene_7019
Amel_RNA16225_R2	gene_7019
Lhum_RNA4891_R1	gene_7019
Sinv_RNA9704_R1	gene_7019
Dqua_RNA23557_R0	gene_7019
Cbir_RNA12015_R0	gene_7020
Cbir_RNA12026_R0	gene_7021
Cbir_RNA12016_R0	gene_7022
Lhum_RNA7473_R1	gene_7023
Cbir_RNA12027_R0	gene_7024
Cbir_RNA18738_R2	gene_7025
Sinv_RNA17854_R2	gene_7026
Cbir_RNA11924_R0	gene_7027
Cbir_RNA11930_R0	gene_7028
Cbir_RNA11934_R0	gene_7029
Amel_RNA23308_R0	gene_7029
Cbir_RNA11937_R0	gene_7030
Cbir_RNA11940_R0	gene_7031
Cbir_RNA11943_R0	gene_7032
Nvit_RNA20124_R1	gene_7032
Mpha_RNA3653_R2	gene_7032
Cbir_RNA11946_R0	gene_7033
Nvit_RNA8721_R0	gene_7033
Cbir_RNA11949_R0	gene_7034
Cbir_RNA11948_R0	gene_7034
Lhum_RNA1316_R0	gene_7035
Nvit_RNA24593_R0	gene_7036
Cbir_RNA11952_R0	gene_7037
Cbir_RNA11956_R0	gene_7038
Cbir_RNA11957_R0	gene_7038
Lhum_RNA1306_R0	gene_7038
Lhum_RNA1309_R0	gene_7038
Lhum_RNA1304_R0	gene_7038
Cbir_RNA11962_R0	gene_7039
Cbir_RNA12000_R0	gene_7040
Cbir_RNA12002_R0	gene_7041
Cbir_RNA12012_R0	gene_7042
Cbir_RNA12029_R0	gene_7043
Cbir_RNA18424_R1	gene_7043
Cbir_RNA18427_R1	gene_7043
Mpha_RNA2637_R1	gene_7043
Cbir_RNA12028_R0	gene_7044
Sinv_RNA22024_R1	gene_7045
Cbir_RNA14410_R3	gene_7046
Aech_RNA20355_R3	gene_7047
Cbir_RNA12030_R0	gene_7048
Cbir_RNA12031_R0	gene_7048
Cbir_RNA18402_R3	gene_7049
Sinv_RNA10362_R2	gene_7050
Sinv_RNA21887_R6	gene_7051
Lhum_RNA20224_R4	gene_7052
Nvit_RNA25826_R5	gene_7053
Amel_RNA27548_R6	gene_7054
Sinv_RNA21194_R2	gene_7055
Dqua_RNA604_R1	gene_7056
Dqua_RNA15969_R7	gene_7057
Lhum_RNA3402_R8	gene_7058
Dqua_RNA18313_R5	gene_7059
Nvit_RNA25826_R7	gene_7060
Nvit_RNA5913_R9	gene_7061
Aech_RNA20722_R0	gene_7062
Cbir_RNA7812_R3	gene_7063
Cbir_RNA12032_R0	gene_7064
Cbir_RNA10796_R4	gene_7065
Dmel_RNA2116_R7	gene_7066
Mpha_RNA2620_R7	gene_7067
Cbir_RNA12034_R0	gene_7068
Cbir_RNA12033_R0	gene_7068
Cbir_RNA19502_R9	gene_7069
Mpha_RNA909_R1	gene_7070
Sinv_RNA17490_R6	gene_7071
Sinv_RNA22015_R0	gene_7072
Nvit_RNA18254_R2	gene_7073
Cbir_RNA18148_R5	gene_7074
Nvit_RNA26121_R9	gene_7075
Dqua_RNA12597_R3	gene_7076
Cbir_RNA1048_R6	gene_7077
Cbir_RNA15_R1	gene_7078
Cbir_RNA12039_R1	gene_7079
Cbir_RNA12037_R0	gene_7080
Aech_RNA20749_R2	gene_7081
Dqua_RNA23112_R5	gene_7082
Cbir_RNA17072_R2	gene_7083
Cbir_RNA1111_R9	gene_7084
Cbir_RNA13350_R1	gene_7085
Cbir_RNA12049_R0	gene_7086
Cbir_RNA12050_R0	gene_7086
Amel_RNA27717_R5	gene_7087
Cbir_RNA12073_R0	gene_7088
Amel_RNA14500_R0	gene_7088
Aech_RNA3433_R0	gene_7088
Sinv_RNA582_R0	gene_7089
Cbir_RNA12077_R0	gene_7090
Nvit_RNA18338_R0	gene_7090
Cbir_RNA12079_R0	gene_7091
Cbir_RNA12080_R0	gene_7091
Cbir_RNA12082_R0	gene_7092
Dmel_RNA11739_R2	gene_7093
Cbir_RNA13350_R2	gene_7094
Cbir_RNA12046_R0	gene_7095
Cbir_RNA12050_R2	gene_7095
Mpha_RNA15751_R0	gene_7095
Cbir_RNA12049_R1	gene_7096
Cbir_RNA12050_R1	gene_7096
Cbir_RNA12056_R0	gene_7097
Cbir_RNA12050_R3	gene_7098
Cbir_RNA15971_R5	gene_7099
Lhum_RNA8772_R0	gene_7100
Dqua_RNA22014_R0	gene_7101
Mpha_RNA21688_R1	gene_7102
Sinv_RNA19048_R5	gene_7103
Amel_RNA28394_R2	gene_7104
Dqua_RNA7272_R4	gene_7105
Aech_RNA19633_R1	gene_7106
Cbir_RNA12061_R0	gene_7107
Cbir_RNA12065_R0	gene_7107
Cbir_RNA12069_R0	gene_7107
Cbir_RNA12068_R0	gene_7107
Mpha_RNA19371_R0	gene_7107
Cbir_RNA12076_R0	gene_7108
Cbir_RNA12081_R0	gene_7109
Cbir_RNA12085_R0	gene_7110
Cbir_RNA12087_R0	gene_7111
Cbir_RNA23460_R2	gene_7112
Sinv_RNA11296_R1	gene_7113
Cbir_RNA12091_R0	gene_7114
Cbir_RNA12093_R0	gene_7115
Sinv_RNA19590_R0	gene_7116
Lhum_RNA871_R0	gene_7117
Aech_RNA21384_R9	gene_7118
Lhum_RNA8751_R0	gene_7119
Dqua_RNA22112_R8	gene_7120
Cbir_RNA12100_R0	gene_7121
Cbir_RNA6925_R5	gene_7122
Sinv_RNA21321_R8	gene_7123
Cbir_RNA12101_R0	gene_7124
Cbir_RNA14077_R1	gene_7125
Mpha_RNA5158_R1	gene_7126
Mpha_RNA3849_R7	gene_7127
Cbir_RNA19641_R1	gene_7128
Cbir_RNA9946_R1	gene_7129
Cbir_RNA15448_R4	gene_7130
Nvit_RNA25641_R2	gene_7131
Lhum_RNA21843_R0	gene_7132
Sinv_RNA2300_R6	gene_7133
Cbir_RNA12098_R0	gene_7134
Cbir_RNA1184_R1	gene_7135
Cbir_RNA22197_R2	gene_7136
Mpha_RNA4140_R1	gene_7137
Cbir_RNA10060_R1	gene_7138
Cbir_RNA17623_R4	gene_7139
Sinv_RNA19797_R1	gene_7140
Cbir_RNA12102_R0	gene_7141
Cbir_RNA12108_R0	gene_7142
Cbir_RNA23231_R3	gene_7142
Mpha_RNA6897_R8	gene_7142
Mpha_RNA368_R9	gene_7142
Cbir_RNA12111_R0	gene_7143
Cbir_RNA23231_R4	gene_7144
Cbir_RNA17843_R6	gene_7145
Cbir_RNA12112_R0	gene_7146
Cbir_RNA12113_R0	gene_7147
Cbir_RNA12119_R0	gene_7148
Cbir_RNA12124_R0	gene_7149
Cbir_RNA12121_R0	gene_7150
Aech_RNA18437_R0	gene_7150
Cbir_RNA12130_R0	gene_7151
Cbir_RNA12132_R0	gene_7152
Mpha_RNA7329_R0	gene_7152
Cbir_RNA12139_R0	gene_7153
Cbir_RNA12142_R0	gene_7154
Cbir_RNA12140_R0	gene_7155
Cbir_RNA12148_R0	gene_7156
Aech_RNA10154_R0	gene_7156
Cbir_RNA12154_R0	gene_7157
Nvit_RNA10415_R0	gene_7157
Cbir_RNA12156_R0	gene_7158
Cbir_RNA12155_R0	gene_7158
Cbir_RNA12157_R0	gene_7159
Cbir_RNA12169_R0	gene_7160
Dmel_RNA23653_R2	gene_7161
Cbir_RNA12171_R0	gene_7162
Cbir_RNA12172_R0	gene_7163
Cbir_RNA12174_R0	gene_7164
Cbir_RNA12173_R0	gene_7165
Dqua_RNA9196_R9	gene_7166
Dqua_RNA6800_R0	gene_7167
Cbir_RNA12183_R0	gene_7168
Cbir_RNA12188_R0	gene_7169
Nvit_RNA2499_R0	gene_7169
Cbir_RNA12193_R0	gene_7170
Cbir_RNA12200_R0	gene_7171
Cbir_RNA12206_R0	gene_7172
Cbir_RNA12207_R0	gene_7173
Cbir_RNA12215_R0	gene_7174
Cbir_RNA12221_R0	gene_7175
Cbir_RNA12229_R0	gene_7176
Cbir_RNA12231_R0	gene_7177
Aech_RNA19949_R0	gene_7178
Cbir_RNA12235_R0	gene_7179
Amel_RNA20704_R0	gene_7179
Cbir_RNA12236_R0	gene_7180
Cbir_RNA12237_R0	gene_7181
Cbir_RNA12238_R0	gene_7182
Cbir_RNA12244_R0	gene_7183
Aech_RNA20056_R0	gene_7183
Dqua_RNA1761_R5	gene_7184
Aech_RNA3934_R1	gene_7185
Cbir_RNA12248_R0	gene_7186
Amel_RNA19557_R0	gene_7187
Sinv_RNA14069_R9	gene_7188
Sinv_RNA9022_R0	gene_7189
Aech_RNA16930_R4	gene_7190
Dqua_RNA9944_R0	gene_7191
Cbir_RNA12252_R0	gene_7191
Dmel_RNA22648_R0	gene_7191
Cbir_RNA12261_R0	gene_7192
Lhum_RNA19874_R0	gene_7192
Cbir_RNA12262_R0	gene_7193
Cbir_RNA12266_R0	gene_7194
Cbir_RNA12279_R0	gene_7195
Cbir_RNA12280_R0	gene_7195
Cbir_RNA12281_R0	gene_7195
Lhum_RNA10498_R0	gene_7195
Mpha_RNA21522_R0	gene_7195
Lhum_RNA10497_R0	gene_7195
Cbir_RNA12288_R0	gene_7196
Mpha_RNA12782_R0	gene_7197
Cbir_RNA12299_R0	gene_7198
Aech_RNA1985_R0	gene_7198
Cbir_RNA12303_R0	gene_7199
Aech_RNA1979_R0	gene_7200
Sinv_RNA20088_R0	gene_7200
Mpha_RNA12489_R0	gene_7200
Cbir_RNA12305_R0	gene_7200
Cbir_RNA12306_R0	gene_7200
Cbir_RNA12313_R0	gene_7201
Cbir_RNA12319_R0	gene_7202
Aech_RNA1988_R0	gene_7202
Nvit_RNA13377_R0	gene_7202
Cbir_RNA12324_R0	gene_7203
Lhum_RNA10207_R0	gene_7204
Lhum_RNA10208_R0	gene_7205
Cbir_RNA12332_R0	gene_7206
Mpha_RNA21955_R0	gene_7207
Cbir_RNA12115_R0	gene_7208
Dqua_RNA3622_R0	gene_7208
Cbir_RNA12117_R0	gene_7208
Mpha_RNA10431_R0	gene_7208
Cbir_RNA12118_R0	gene_7208
Amel_RNA27501_R0	gene_7208
Nvit_RNA2357_R0	gene_7208
Dmel_RNA24058_R0	gene_7208
Cbir_RNA12113_R1	gene_7208
Cbir_RNA12120_R0	gene_7209
Sinv_RNA606_R2	gene_7210
Dqua_RNA7270_R2	gene_7211
Cbir_RNA12135_R0	gene_7212
Cbir_RNA12136_R0	gene_7212
Sinv_RNA2154_R2	gene_7213
Cbir_RNA12141_R0	gene_7214
Cbir_RNA12145_R0	gene_7215
Cbir_RNA12153_R0	gene_7216
Cbir_RNA12160_R0	gene_7217
Cbir_RNA12161_R0	gene_7217
Cbir_RNA12165_R0	gene_7218
Cbir_RNA12163_R0	gene_7218
Cbir_RNA12168_R0	gene_7219
Cbir_RNA12170_R0	gene_7220
Cbir_RNA24499_R2	gene_7221
Cbir_RNA12179_R0	gene_7222
Aech_RNA18424_R0	gene_7223
Amel_RNA1847_R0	gene_7224
Amel_RNA1839_R0	gene_7225
Cbir_RNA12180_R0	gene_7226
Aech_RNA18420_R0	gene_7226
Cbir_RNA12182_R0	gene_7227
Cbir_RNA12187_R0	gene_7228
Cbir_RNA12189_R0	gene_7229
Cbir_RNA12191_R0	gene_7229
Nvit_RNA2497_R0	gene_7229
Sinv_RNA817_R0	gene_7229
Cbir_RNA12194_R0	gene_7230
Cbir_RNA12195_R0	gene_7231
Mpha_RNA7338_R0	gene_7231
Nvit_RNA22397_R0	gene_7231
Cbir_RNA12197_R0	gene_7232
Cbir_RNA12198_R0	gene_7232
Dqua_RNA16940_R0	gene_7232
Amel_RNA21050_R0	gene_7232
Dqua_RNA16942_R0	gene_7232
Cbir_RNA12199_R0	gene_7233
Sinv_RNA657_R0	gene_7233
Cbir_RNA12201_R0	gene_7234
Nvit_RNA11646_R0	gene_7235
Cbir_RNA12208_R0	gene_7236
Cbir_RNA22237_R1	gene_7236
Cbir_RNA12209_R0	gene_7237
Dmel_RNA18980_R1	gene_7237
Cbir_RNA12226_R0	gene_7238
Cbir_RNA12230_R0	gene_7239
Cbir_RNA12232_R0	gene_7240
Dqua_RNA4823_R0	gene_7240
Nvit_RNA21827_R0	gene_7240
Nvit_RNA19193_R1	gene_7240
Lhum_RNA3975_R1	gene_7240
Cbir_RNA12234_R0	gene_7241
Nvit_RNA17848_R0	gene_7241
