Cbir_RNA17330_R5	gene_0
Cbir_RNA14418_R0	gene_8413
Nvit_RNA16963_R0	gene_8413
Aech_RNA12101_R0	gene_8414
Aech_RNA12103_R0	gene_8415
Lhum_RNA18992_R0	gene_8415
Amel_RNA13664_R0	gene_8415
Nvit_RNA23507_R0	gene_8415
Aech_RNA12104_R0	gene_8416
Aech_RNA12108_R0	gene_8417
Mpha_RNA4779_R0	gene_8417
Aech_RNA12109_R0	gene_8418
Aech_RNA12118_R0	gene_8419
Aech_RNA2444_R2	gene_8420
Aech_RNA12121_R2	gene_8421
Aech_RNA12124_R0	gene_8422
Aech_RNA12128_R0	gene_8423
Aech_RNA12129_R0	gene_8423
Cbir_RNA24634_R0	gene_8423
Cbir_RNA24041_R0	gene_8423
Lhum_RNA12645_R0	gene_8424
Aech_RNA12135_R0	gene_8425
Aech_RNA12137_R0	gene_8426
Amel_RNA22974_R0	gene_8426
Sinv_RNA1382_R0	gene_8427
Aech_RNA12145_R0	gene_8428
Sinv_RNA4456_R3	gene_8429
Aech_RNA12148_R0	gene_8430
Dqua_RNA2179_R9	gene_8431
Aech_RNA12149_R0	gene_8432
Aech_RNA12151_R0	gene_8433
Mpha_RNA892_R5	gene_8434
Sinv_RNA20376_R5	gene_8435
Aech_RNA6583_R6	gene_8436
Aech_RNA3088_R3	gene_8437
Mpha_RNA2312_R6	gene_8438
Aech_RNA12150_R0	gene_8439
Aech_RNA12160_R0	gene_8440
Dmel_RNA4466_R0	gene_8440
Nvit_RNA13943_R2	gene_8440
Aech_RNA12163_R0	gene_8441
Mpha_RNA18058_R0	gene_8441
Amel_RNA2126_R0	gene_8441
Amel_RNA2130_R0	gene_8441
Cbir_RNA8975_R0	gene_8441
Mpha_RNA6219_R0	gene_8441
Sinv_RNA5208_R0	gene_8442
Dmel_RNA12149_R1	gene_8442
Sinv_RNA5204_R0	gene_8443
Aech_RNA12175_R0	gene_8444
Aech_RNA12178_R0	gene_8445
Aech_RNA12181_R0	gene_8446
Aech_RNA12183_R0	gene_8447
Aech_RNA12186_R0	gene_8448
Aech_RNA12189_R0	gene_8448
Sinv_RNA13656_R0	gene_8448
Dqua_RNA3421_R0	gene_8448
Aech_RNA12191_R0	gene_8449
Aech_RNA12200_R0	gene_8450
Aech_RNA12202_R0	gene_8451
Aech_RNA12201_R0	gene_8452
Aech_RNA12203_R0	gene_8453
Aech_RNA12204_R0	gene_8453
Dmel_RNA24761_R0	gene_8453
Aech_RNA12206_R0	gene_8454
Dqua_RNA17199_R0	gene_8454
Nvit_RNA12933_R0	gene_8454
Aech_RNA12211_R0	gene_8455
Aech_RNA12210_R0	gene_8455
Lhum_RNA2381_R0	gene_8455
Aech_RNA12218_R0	gene_8456
Aech_RNA12220_R0	gene_8456
Sinv_RNA13138_R0	gene_8456
Mpha_RNA1727_R0	gene_8456
Lhum_RNA2369_R0	gene_8456
Aech_RNA12225_R0	gene_8457
Aech_RNA12232_R0	gene_8458
Aech_RNA12231_R0	gene_8458
Cbir_RNA1167_R5	gene_8459
Aech_RNA12234_R0	gene_8460
Aech_RNA12239_R0	gene_8461
Aech_RNA12244_R0	gene_8462
Aech_RNA12246_R0	gene_8463
Aech_RNA12248_R0	gene_8464
Aech_RNA12252_R0	gene_8465
Aech_RNA12260_R0	gene_8466
Aech_RNA12279_R0	gene_8467
Lhum_RNA16744_R0	gene_8467
Aech_RNA12282_R0	gene_8468
Aech_RNA12284_R0	gene_8469
Aech_RNA12287_R0	gene_8470
Lhum_RNA16616_R1	gene_8470
Aech_RNA12288_R0	gene_8471
Aech_RNA12294_R0	gene_8472
Aech_RNA12302_R0	gene_8473
Aech_RNA12303_R0	gene_8474
Mpha_RNA3825_R0	gene_8474
Mpha_RNA20694_R0	gene_8475
Cbir_RNA16308_R0	gene_8476
Mpha_RNA405_R0	gene_8476
Aech_RNA12311_R0	gene_8477
Aech_RNA12312_R0	gene_8478
Dmel_RNA13790_R0	gene_8479
Aech_RNA12314_R0	gene_8480
Aech_RNA12323_R0	gene_8481
Aech_RNA12329_R0	gene_8482
Aech_RNA12332_R0	gene_8483
Aech_RNA12338_R0	gene_8484
Mpha_RNA15750_R0	gene_8485
Sinv_RNA2971_R0	gene_8485
Aech_RNA12348_R0	gene_8486
Aech_RNA12349_R0	gene_8487
Aech_RNA2586_R2	gene_8487
Mpha_RNA11522_R2	gene_8487
Sinv_RNA9368_R0	gene_8487
Sinv_RNA2589_R2	gene_8487
Amel_RNA1514_R3	gene_8487
Amel_RNA1513_R3	gene_8487
Lhum_RNA22779_R2	gene_8487
Sinv_RNA8206_R2	gene_8487
Lhum_RNA15591_R3	gene_8487
Aech_RNA12351_R0	gene_8488
Aech_RNA12361_R0	gene_8489
Dmel_RNA27257_R0	gene_8489
Aech_RNA12366_R0	gene_8490
Cbir_RNA469_R0	gene_8490
Amel_RNA475_R0	gene_8490
Cbir_RNA6920_R0	gene_8491
Aech_RNA12380_R0	gene_8492
Sinv_RNA13323_R0	gene_8492
Cbir_RNA25393_R0	gene_8492
Aech_RNA12384_R0	gene_8493
Sinv_RNA13322_R0	gene_8493
Aech_RNA12385_R0	gene_8494
Aech_RNA12386_R0	gene_8494
Aech_RNA12387_R0	gene_8495
Aech_RNA12389_R0	gene_8496
Aech_RNA12390_R0	gene_8497
Mpha_RNA14993_R2	gene_8498
Aech_RNA12154_R0	gene_8499
Lhum_RNA1740_R0	gene_8500
Cbir_RNA24538_R6	gene_8500
Mpha_RNA5217_R2	gene_8501
Aech_RNA12155_R0	gene_8502
Mpha_RNA14995_R0	gene_8503
Aech_RNA12153_R0	gene_8504
Aech_RNA643_R2	gene_8505
Mpha_RNA4970_R0	gene_8506
Aech_RNA12165_R0	gene_8507
Aech_RNA12162_R0	gene_8507
Aech_RNA12167_R0	gene_8508
Aech_RNA12169_R0	gene_8509
Lhum_RNA5607_R4	gene_8509
Aech_RNA5814_R4	gene_8509
Amel_RNA1006_R6	gene_8509
Amel_RNA1021_R3	gene_8509
Sinv_RNA21143_R4	gene_8509
Sinv_RNA21334_R2	gene_8509
Sinv_RNA18009_R2	gene_8509
Sinv_RNA5822_R5	gene_8509
Aech_RNA12172_R0	gene_8510
Aech_RNA7734_R1	gene_8510
Aech_RNA5814_R2	gene_8510
Sinv_RNA21143_R0	gene_8510
Sinv_RNA18009_R0	gene_8510
Sinv_RNA21334_R4	gene_8510
Aech_RNA12179_R0	gene_8511
Mpha_RNA14427_R0	gene_8511
Sinv_RNA13654_R0	gene_8512
Mpha_RNA22588_R0	gene_8513
Amel_RNA12063_R4	gene_8513
Aech_RNA12190_R0	gene_8514
Mpha_RNA7276_R1	gene_8514
Lhum_RNA440_R2	gene_8514
Mpha_RNA17983_R2	gene_8514
Nvit_RNA2787_R7	gene_8514
Aech_RNA12192_R0	gene_8515
Aech_RNA12199_R0	gene_8516
Dqua_RNA3408_R0	gene_8516
Dmel_RNA34317_R0	gene_8516
Aech_RNA12205_R0	gene_8517
Mpha_RNA2039_R0	gene_8517
Aech_RNA12207_R0	gene_8518
Mpha_RNA1621_R2	gene_8518
Aech_RNA12208_R0	gene_8519
Mpha_RNA18817_R0	gene_8520
Aech_RNA12216_R0	gene_8521
Aech_RNA12226_R0	gene_8522
Sinv_RNA13133_R0	gene_8523
Aech_RNA12230_R0	gene_8524
Aech_RNA12228_R0	gene_8524
Mpha_RNA3781_R0	gene_8524
Aech_RNA12233_R0	gene_8525
Sinv_RNA2969_R1	gene_8525
Sinv_RNA2971_R1	gene_8525
Aech_RNA12237_R0	gene_8526
Sinv_RNA13127_R0	gene_8526
Aech_RNA12238_R0	gene_8526
Aech_RNA12242_R0	gene_8527
Aech_RNA12241_R0	gene_8527
Aech_RNA12240_R0	gene_8527
Aech_RNA12245_R0	gene_8528
Mpha_RNA16558_R0	gene_8528
Aech_RNA12256_R0	gene_8529
Aech_RNA12259_R0	gene_8530
Aech_RNA12258_R0	gene_8530
Aech_RNA12257_R0	gene_8530
Mpha_RNA4455_R0	gene_8530
Lhum_RNA18529_R0	gene_8530
Aech_RNA12265_R0	gene_8531
Amel_RNA2724_R0	gene_8531
Nvit_RNA136_R0	gene_8531
Aech_RNA12270_R0	gene_8532
Mpha_RNA4446_R0	gene_8532
Lhum_RNA18517_R0	gene_8532
Aech_RNA12272_R0	gene_8533
Aech_RNA12276_R0	gene_8534
Aech_RNA12280_R0	gene_8535
Aech_RNA12281_R0	gene_8535
Mpha_RNA18752_R0	gene_8536
Aech_RNA12285_R0	gene_8537
Dmel_RNA7029_R4	gene_8537
Aech_RNA12289_R0	gene_8538
Mpha_RNA7013_R0	gene_8538
Aech_RNA12290_R0	gene_8539
Dqua_RNA2752_R0	gene_8539
Aech_RNA12291_R0	gene_8540
Sinv_RNA4555_R0	gene_8541
Aech_RNA12292_R0	gene_8542
Mpha_RNA2300_R0	gene_8542
Aech_RNA12293_R0	gene_8542
Mpha_RNA2303_R0	gene_8542
Dmel_RNA1965_R0	gene_8542
Sinv_RNA9405_R0	gene_8542
Sinv_RNA4553_R0	gene_8542
Mpha_RNA72_R0	gene_8543
Aech_RNA12305_R0	gene_8544
Mpha_RNA75_R0	gene_8544
Sinv_RNA12970_R0	gene_8544
Aech_RNA9531_R1	gene_8545
Mpha_RNA9138_R0	gene_8546
Aech_RNA12313_R0	gene_8546
Sinv_RNA17479_R0	gene_8546
Aech_RNA12315_R0	gene_8547
Aech_RNA12322_R0	gene_8548
Aech_RNA12325_R0	gene_8549
Cbir_RNA9012_R0	gene_8549
Mpha_RNA9149_R0	gene_8549
Lhum_RNA8529_R0	gene_8549
Dmel_RNA26420_R0	gene_8549
Aech_RNA12324_R0	gene_8550
Nvit_RNA17707_R0	gene_8550
Mpha_RNA9150_R0	gene_8551
Sinv_RNA16872_R0	gene_8552
Aech_RNA12327_R0	gene_8552
Mpha_RNA4462_R2	gene_8552
Dqua_RNA3376_R0	gene_8553
Dqua_RNA3378_R0	gene_8553
Mpha_RNA16115_R0	gene_8554
Aech_RNA12337_R0	gene_8555
Aech_RNA12335_R0	gene_8555
Aech_RNA12334_R0	gene_8555
Dqua_RNA3374_R0	gene_8555
Aech_RNA12341_R0	gene_8556
Aech_RNA12345_R0	gene_8557
Cbir_RNA11382_R0	gene_8558
Nvit_RNA5784_R0	gene_8558
Aech_RNA12354_R0	gene_8559
Sinv_RNA10777_R0	gene_8559
Aech_RNA12356_R0	gene_8559
Aech_RNA12357_R0	gene_8559
Aech_RNA12355_R0	gene_8559
Amel_RNA2374_R0	gene_8559
Cbir_RNA16910_R0	gene_8559
Cbir_RNA16912_R0	gene_8559
Cbir_RNA16911_R0	gene_8559
Mpha_RNA13687_R0	gene_8560
Mpha_RNA13686_R0	gene_8561
Aech_RNA12368_R0	gene_8562
Aech_RNA12370_R0	gene_8563
Aech_RNA12382_R0	gene_8564
Aech_RNA12388_R0	gene_8565
Aech_RNA12392_R0	gene_8566
Aech_RNA12397_R0	gene_8567
Aech_RNA12396_R0	gene_8568
Sinv_RNA14010_R0	gene_8569
Aech_RNA7506_R9	gene_8570
Cbir_RNA23340_R2	gene_8571
Aech_RNA5199_R1	gene_8572
Cbir_RNA16918_R0	gene_8573
Nvit_RNA25707_R2	gene_8574
Lhum_RNA568_R0	gene_8575
Sinv_RNA14009_R0	gene_8576
Dqua_RNA13478_R0	gene_8577
Mpha_RNA10525_R5	gene_8578
Sinv_RNA17345_R7	gene_8579
Dqua_RNA17726_R6	gene_8580
Aech_RNA18923_R7	gene_8581
Lhum_RNA9461_R2	gene_8582
Amel_RNA1069_R0	gene_8583
Sinv_RNA9668_R2	gene_8584
Lhum_RNA21726_R0	gene_8585
Mpha_RNA6832_R0	gene_8586
Aech_RNA12403_R0	gene_8587
Aech_RNA14460_R7	gene_8588
Aech_RNA20616_R6	gene_8589
Lhum_RNA3257_R6	gene_8590
Sinv_RNA14292_R1	gene_8591
Nvit_RNA5737_R4	gene_8592
Sinv_RNA17720_R1	gene_8593
Aech_RNA14445_R9	gene_8594
Cbir_RNA23213_R0	gene_8595
Sinv_RNA15278_R0	gene_8596
Aech_RNA12416_R0	gene_8597
Aech_RNA12415_R0	gene_8597
Aech_RNA12417_R0	gene_8597
Aech_RNA12418_R0	gene_8598
Dqua_RNA4638_R0	gene_8599
Lhum_RNA13316_R0	gene_8599
Dmel_RNA30746_R0	gene_8599
Mpha_RNA9847_R6	gene_8600
Aech_RNA12421_R0	gene_8601
Aech_RNA12422_R0	gene_8602
Mpha_RNA21191_R0	gene_8602
Aech_RNA12427_R0	gene_8603
Aech_RNA12430_R0	gene_8604
Aech_RNA12435_R0	gene_8605
Aech_RNA12437_R0	gene_8606
Lhum_RNA13300_R0	gene_8606
Aech_RNA12438_R0	gene_8607
Dqua_RNA3764_R0	gene_8607
Dqua_RNA3765_R0	gene_8607
Aech_RNA12406_R0	gene_8608
Aech_RNA12414_R0	gene_8609
Mpha_RNA3847_R5	gene_8610
Sinv_RNA9539_R0	gene_8611
Mpha_RNA727_R0	gene_8611
Mpha_RNA21188_R0	gene_8611
Aech_RNA12428_R0	gene_8612
Mpha_RNA12983_R0	gene_8612
Nvit_RNA23630_R0	gene_8612
Aech_RNA12432_R0	gene_8613
Aech_RNA12431_R0	gene_8613
Aech_RNA12433_R0	gene_8613
Mpha_RNA19064_R0	gene_8613
Aech_RNA12440_R0	gene_8614
Aech_RNA12443_R0	gene_8614
Aech_RNA12441_R0	gene_8614
Sinv_RNA2322_R0	gene_8614
Aech_RNA12446_R0	gene_8615
Cbir_RNA22214_R1	gene_8616
Sinv_RNA21714_R8	gene_8617
Sinv_RNA17374_R4	gene_8618
Aech_RNA12450_R0	gene_8619
Mpha_RNA1639_R6	gene_8620
Mpha_RNA3070_R0	gene_8621
Dmel_RNA8316_R0	gene_8621
Dmel_RNA8317_R0	gene_8621
Sinv_RNA18646_R0	gene_8621
Dmel_RNA33849_R2	gene_8622
Sinv_RNA20525_R1	gene_8623
Sinv_RNA672_R5	gene_8624
Cbir_RNA18628_R0	gene_8625
Cbir_RNA12346_R2	gene_8626
Aech_RNA5103_R3	gene_8627
Aech_RNA12457_R0	gene_8628
Aech_RNA12453_R0	gene_8629
Aech_RNA12452_R0	gene_8629
Aech_RNA12495_R0	gene_8630
Amel_RNA15144_R0	gene_8630
Aech_RNA12502_R0	gene_8631
Aech_RNA12503_R0	gene_8632
Sinv_RNA15458_R0	gene_8632
Aech_RNA13252_R1	gene_8633
Aech_RNA12508_R0	gene_8634
Aech_RNA12505_R0	gene_8634
Cbir_RNA22037_R0	gene_8634
Aech_RNA12509_R0	gene_8634
Aech_RNA12510_R0	gene_8635
Aech_RNA12512_R0	gene_8636
Aech_RNA12519_R0	gene_8637
Aech_RNA12523_R0	gene_8638
Aech_RNA12534_R0	gene_8639
Mpha_RNA15574_R0	gene_8640
Aech_RNA12546_R0	gene_8641
Cbir_RNA12469_R0	gene_8641
Sinv_RNA4989_R0	gene_8642
Aech_RNA12551_R0	gene_8643
Mpha_RNA17792_R0	gene_8644
Aech_RNA12557_R0	gene_8644
Aech_RNA12556_R0	gene_8644
Aech_RNA12560_R0	gene_8645
Aech_RNA12561_R0	gene_8645
Aech_RNA12563_R0	gene_8646
Dqua_RNA20901_R0	gene_8646
Aech_RNA12569_R0	gene_8647
Aech_RNA12570_R0	gene_8647
Aech_RNA12577_R0	gene_8648
Aech_RNA12578_R0	gene_8649
Sinv_RNA15496_R0	gene_8649
Aech_RNA12583_R0	gene_8650
Aech_RNA12589_R0	gene_8651
Cbir_RNA6371_R0	gene_8651
Aech_RNA12590_R0	gene_8652
Amel_RNA7548_R0	gene_8652
Nvit_RNA21896_R0	gene_8653
Aech_RNA12598_R0	gene_8654
Mpha_RNA1049_R0	gene_8654
Mpha_RNA22655_R0	gene_8655
Sinv_RNA15512_R0	gene_8656
Aech_RNA12602_R0	gene_8657
Aech_RNA12605_R0	gene_8658
Sinv_RNA9959_R0	gene_8658
Sinv_RNA9965_R0	gene_8658
Cbir_RNA6350_R0	gene_8658
Mpha_RNA20328_R0	gene_8658
Nvit_RNA24410_R0	gene_8658
Aech_RNA12612_R0	gene_8659
Nvit_RNA21906_R0	gene_8659
Aech_RNA12619_R0	gene_8660
Aech_RNA12621_R0	gene_8661
Aech_RNA12623_R0	gene_8662
Aech_RNA12624_R0	gene_8663
Aech_RNA12625_R0	gene_8664
Aech_RNA12628_R0	gene_8665
Aech_RNA12627_R0	gene_8665
Aech_RNA12629_R0	gene_8666
Aech_RNA12631_R0	gene_8667
Aech_RNA12632_R0	gene_8668
Aech_RNA12633_R0	gene_8669
Aech_RNA12638_R0	gene_8670
Aech_RNA12637_R0	gene_8670
Dqua_RNA20997_R0	gene_8670
Lhum_RNA1570_R2	gene_8670
Aech_RNA12644_R0	gene_8671
Aech_RNA12653_R0	gene_8672
Aech_RNA12658_R0	gene_8673
Aech_RNA12659_R0	gene_8674
Aech_RNA12660_R0	gene_8674
Aech_RNA12661_R0	gene_8674
Mpha_RNA10327_R0	gene_8674
Sinv_RNA14900_R0	gene_8675
Aech_RNA12664_R0	gene_8676
Sinv_RNA10348_R0	gene_8676
Aech_RNA12668_R0	gene_8677
Aech_RNA12679_R0	gene_8677
Amel_RNA25538_R0	gene_8678
Cbir_RNA5892_R0	gene_8678
Aech_RNA12680_R0	gene_8679
Aech_RNA12690_R0	gene_8680
Aech_RNA12691_R0	gene_8680
Cbir_RNA5903_R0	gene_8680
Aech_RNA12694_R0	gene_8681
Aech_RNA3764_R1	gene_8681
Dmel_RNA3790_R1	gene_8681
Dqua_RNA13171_R2	gene_8681
Aech_RNA12695_R0	gene_8682
Aech_RNA12706_R0	gene_8683
Aech_RNA12700_R0	gene_8684
Aech_RNA12702_R0	gene_8685
Sinv_RNA6571_R0	gene_8686
Nvit_RNA3908_R1	gene_8687
Aech_RNA12458_R0	gene_8688
Aech_RNA12468_R0	gene_8689
Aech_RNA12479_R0	gene_8690
Aech_RNA12485_R0	gene_8691
Aech_RNA12493_R0	gene_8692
Aech_RNA12494_R0	gene_8693
Aech_RNA12511_R0	gene_8694
Amel_RNA15146_R0	gene_8695
Aech_RNA12518_R0	gene_8696
Aech_RNA12522_R0	gene_8697
Sinv_RNA17772_R6	gene_8697
Mpha_RNA61_R4	gene_8697
Sinv_RNA13645_R2	gene_8698
Aech_RNA12524_R0	gene_8699
Cbir_RNA23775_R0	gene_8699
Aech_RNA12526_R0	gene_8700
Aech_RNA12525_R0	gene_8700
Sinv_RNA12479_R0	gene_8700
Cbir_RNA23773_R0	gene_8700
Aech_RNA12535_R0	gene_8701
Aech_RNA12537_R0	gene_8702
Mpha_RNA15575_R0	gene_8702
Lhum_RNA7107_R0	gene_8702
Aech_RNA12543_R0	gene_8703
Nvit_RNA20242_R0	gene_8703
Amel_RNA24726_R0	gene_8703
Mpha_RNA3434_R2	gene_8703
Dmel_RNA16306_R0	gene_8703
Aech_RNA19461_R1	gene_8703
Aech_RNA12544_R0	gene_8704
Aech_RNA12545_R0	gene_8705
Aech_RNA12547_R0	gene_8706
Aech_RNA12549_R0	gene_8707
Amel_RNA24732_R0	gene_8707
Aech_RNA12550_R0	gene_8708
Aech_RNA12555_R0	gene_8709
Aech_RNA12558_R0	gene_8710
Mpha_RNA17794_R0	gene_8710
Mpha_RNA17793_R0	gene_8710
Dqua_RNA20895_R0	gene_8710
Aech_RNA12559_R0	gene_8711
Dqua_RNA20904_R0	gene_8712
Aech_RNA12564_R0	gene_8712
Aech_RNA12567_R0	gene_8713
Aech_RNA12571_R0	gene_8714
Aech_RNA12572_R0	gene_8714
Amel_RNA25697_R0	gene_8714
Sinv_RNA15492_R0	gene_8714
Aech_RNA12576_R0	gene_8715
Cbir_RNA17683_R0	gene_8715
Aech_RNA12582_R0	gene_8716
Aech_RNA12580_R0	gene_8716
Aech_RNA12581_R0	gene_8716
Aech_RNA12579_R0	gene_8716
Mpha_RNA14593_R0	gene_8716
Mpha_RNA14594_R0	gene_8716
Amel_RNA24933_R0	gene_8716
Dmel_RNA25326_R0	gene_8716
Aech_RNA12596_R0	gene_8717
Aech_RNA12603_R0	gene_8718
Mpha_RNA20325_R0	gene_8718
Lhum_RNA13717_R0	gene_8719
Mpha_RNA20330_R0	gene_8719
Sinv_RNA9957_R0	gene_8720
Aech_RNA12607_R0	gene_8720
Aech_RNA12606_R0	gene_8720
Aech_RNA12611_R0	gene_8721
Aech_RNA12613_R0	gene_8722
Dqua_RNA8043_R0	gene_8723
Dmel_RNA28663_R0	gene_8723
Sinv_RNA19864_R0	gene_8724
Aech_RNA12617_R0	gene_8725
Aech_RNA12618_R0	gene_8726
Sinv_RNA20277_R0	gene_8727
Aech_RNA12620_R0	gene_8727
Mpha_RNA1275_R0	gene_8728
Aech_RNA12626_R0	gene_8729
Aech_RNA12630_R0	gene_8730
Dqua_RNA6146_R0	gene_8730
Lhum_RNA19048_R8	gene_8731
Sinv_RNA20364_R0	gene_8732
Aech_RNA12634_R0	gene_8733
Nvit_RNA17322_R0	gene_8733
Aech_RNA12640_R0	gene_8734
Aech_RNA12641_R0	gene_8735
Aech_RNA12649_R0	gene_8736
Aech_RNA12655_R0	gene_8737
Cbir_RNA5752_R0	gene_8737
Mpha_RNA10703_R0	gene_8737
Mpha_RNA10704_R0	gene_8737
Sinv_RNA4738_R0	gene_8737
Sinv_RNA4734_R0	gene_8737
Mpha_RNA9368_R0	gene_8738
Dmel_RNA11423_R0	gene_8739
Aech_RNA12657_R0	gene_8740
Sinv_RNA12795_R0	gene_8740
Dmel_RNA17711_R1	gene_8741
Aech_RNA12683_R0	gene_8742
Aech_RNA12685_R0	gene_8742
Aech_RNA12684_R0	gene_8742
Aech_RNA12687_R0	gene_8742
Aech_RNA12686_R0	gene_8742
Mpha_RNA8736_R0	gene_8742
Mpha_RNA8739_R0	gene_8742
Mpha_RNA8738_R0	gene_8742
Mpha_RNA8740_R0	gene_8742
Aech_RNA12688_R0	gene_8742
Mpha_RNA8737_R0	gene_8742
Dqua_RNA8060_R0	gene_8742
Amel_RNA25911_R0	gene_8742
Lhum_RNA16013_R0	gene_8742
Amel_RNA25914_R0	gene_8742
Amel_RNA25912_R0	gene_8742
Sinv_RNA12742_R0	gene_8742
Aech_RNA12692_R0	gene_8743
Sinv_RNA6568_R0	gene_8744
Dmel_RNA3795_R0	gene_8744
Dmel_RNA23749_R0	gene_8745
Aech_RNA12711_R0	gene_8746
Nvit_RNA5522_R0	gene_8746
Nvit_RNA20124_R0	gene_8746
Mpha_RNA3653_R0	gene_8746
Nvit_RNA2717_R0	gene_8746
Aech_RNA12712_R0	gene_8747
Dmel_RNA6342_R0	gene_8747
Aech_RNA12716_R0	gene_8748
Aech_RNA12729_R0	gene_8749
Aech_RNA12734_R0	gene_8750
Aech_RNA12736_R0	gene_8750
Amel_RNA15195_R0	gene_8750
Aech_RNA12737_R0	gene_8751
Aech_RNA12740_R0	gene_8752
Aech_RNA12744_R0	gene_8753
Aech_RNA12745_R0	gene_8754
Aech_RNA12750_R0	gene_8755
Cbir_RNA17799_R0	gene_8755
Lhum_RNA10567_R0	gene_8755
Dqua_RNA6946_R0	gene_8755
Aech_RNA12751_R0	gene_8756
Dqua_RNA22112_R1	gene_8757
Aech_RNA12758_R0	gene_8758
Mpha_RNA20583_R0	gene_8758
Aech_RNA12760_R0	gene_8759
Aech_RNA12767_R0	gene_8760
Aech_RNA12769_R0	gene_8760
Cbir_RNA17717_R0	gene_8760
Dmel_RNA23050_R1	gene_8760
Aech_RNA12771_R0	gene_8761
Aech_RNA12766_R0	gene_8762
Mpha_RNA20573_R0	gene_8762
Aech_RNA12772_R0	gene_8763
Aech_RNA12773_R0	gene_8764
Aech_RNA12774_R0	gene_8765
Aech_RNA12708_R0	gene_8766
Aech_RNA12707_R0	gene_8766
Sinv_RNA10049_R0	gene_8767
Aech_RNA12713_R0	gene_8768
Aech_RNA12714_R0	gene_8769
Aech_RNA12718_R0	gene_8770
Aech_RNA12719_R0	gene_8771
Aech_RNA12722_R0	gene_8772
Mpha_RNA13968_R0	gene_8772
Aech_RNA12724_R0	gene_8773
Dmel_RNA29979_R0	gene_8773
Aech_RNA12723_R0	gene_8774
Aech_RNA12731_R0	gene_8775
Aech_RNA12732_R0	gene_8776
Aech_RNA12739_R0	gene_8777
Aech_RNA12746_R0	gene_8778
Aech_RNA2964_R1	gene_8778
Dmel_RNA13606_R1	gene_8778
Aech_RNA12741_R0	gene_8779
Aech_RNA12742_R0	gene_8779
Aech_RNA12748_R0	gene_8780
Amel_RNA21938_R0	gene_8780
Amel_RNA21939_R0	gene_8780
Aech_RNA12752_R0	gene_8781
Sinv_RNA10091_R0	gene_8782
Aech_RNA12754_R0	gene_8783
Sinv_RNA10094_R0	gene_8783
Aech_RNA12759_R0	gene_8784
Cbir_RNA284_R0	gene_8784
Aech_RNA12762_R0	gene_8785
Nvit_RNA3126_R0	gene_8785
Aech_RNA12765_R0	gene_8786
Mpha_RNA20575_R0	gene_8786
Aech_RNA12775_R0	gene_8787
Aech_RNA12778_R0	gene_8788
Aech_RNA12779_R0	gene_8788
Aech_RNA12786_R0	gene_8789
Aech_RNA12787_R0	gene_8790
Mpha_RNA5321_R0	gene_8791
Aech_RNA12790_R0	gene_8792
Aech_RNA12793_R0	gene_8793
Aech_RNA12795_R0	gene_8794
Aech_RNA12802_R0	gene_8795
Dmel_RNA34100_R0	gene_8795
Lhum_RNA2026_R2	gene_8796
Sinv_RNA16957_R4	gene_8797
Nvit_RNA26183_R2	gene_8798
Aech_RNA12788_R0	gene_8799
Aech_RNA12791_R0	gene_8800
Aech_RNA12794_R0	gene_8801
Aech_RNA350_R8	gene_8802
Mpha_RNA1639_R2	gene_8803
Cbir_RNA25540_R0	gene_8804
Aech_RNA12809_R0	gene_8805
Aech_RNA14736_R4	gene_8806
Cbir_RNA16652_R4	gene_8807
Aech_RNA12810_R0	gene_8808
Aech_RNA12811_R0	gene_8808
Aech_RNA12813_R0	gene_8808
Aech_RNA12812_R0	gene_8808
Aech_RNA1956_R2	gene_8809
Aech_RNA12821_R0	gene_8810
Aech_RNA12827_R0	gene_8811
Aech_RNA12830_R0	gene_8812
Aech_RNA12828_R0	gene_8812
Aech_RNA12832_R0	gene_8813
Amel_RNA4870_R0	gene_8814
Mpha_RNA22828_R0	gene_8815
Aech_RNA12834_R0	gene_8816
Dqua_RNA4180_R0	gene_8816
Aech_RNA12837_R0	gene_8817
Dqua_RNA4174_R0	gene_8818
Lhum_RNA19466_R0	gene_8819
Nvit_RNA399_R0	gene_8819
Aech_RNA12856_R0	gene_8819
Aech_RNA12855_R0	gene_8819
Dmel_RNA18837_R0	gene_8819
Mpha_RNA14913_R0	gene_8820
Lhum_RNA19460_R0	gene_8821
Aech_RNA12863_R0	gene_8822
Aech_RNA12862_R0	gene_8823
Aech_RNA12864_R0	gene_8824
Lhum_RNA19456_R2	gene_8825
Aech_RNA12907_R0	gene_8826
Aech_RNA12880_R0	gene_8827
Aech_RNA12873_R0	gene_8828
Sinv_RNA6959_R1	gene_8828
Aech_RNA12878_R0	gene_8829
Mpha_RNA16267_R0	gene_8830
Dqua_RNA11397_R6	gene_8830
Aech_RNA12903_R0	gene_8831
Mpha_RNA16266_R0	gene_8831
Cbir_RNA16786_R0	gene_8831
Dqua_RNA23381_R1	gene_8831
Aech_RNA12866_R0	gene_8832
Aech_RNA12875_R0	gene_8833
Aech_RNA12877_R0	gene_8833
Aech_RNA12876_R0	gene_8833
Sinv_RNA6959_R0	gene_8833
Aech_RNA12890_R0	gene_8834
Cbir_RNA16083_R0	gene_8834
Aech_RNA12904_R0	gene_8835
Lhum_RNA19451_R0	gene_8836
Aech_RNA12892_R0	gene_8837
Aech_RNA12893_R0	gene_8838
Aech_RNA12888_R0	gene_8839
