Cbir_RNA25344_R1	gene_0
Nvit_RNA9086_R0	gene_7959
Dqua_RNA23112_R2	gene_7960
Nvit_RNA5763_R2	gene_7961
Sinv_RNA10973_R0	gene_7962
Sinv_RNA10974_R0	gene_7963
Sinv_RNA10976_R0	gene_7964
Dqua_RNA14667_R0	gene_7965
Aech_RNA21453_R0	gene_7966
Sinv_RNA2386_R6	gene_7967
Aech_RNA7592_R0	gene_7968
Mpha_RNA1027_R9	gene_7969
Sinv_RNA22194_R1	gene_7970
Lhum_RNA8162_R9	gene_7971
Dqua_RNA12781_R9	gene_7972
Sinv_RNA12338_R4	gene_7973
Dqua_RNA6389_R6	gene_7974
Mpha_RNA18401_R0	gene_7975
Nvit_RNA5849_R4	gene_7976
Nvit_RNA26224_R0	gene_7977
Sinv_RNA12732_R1	gene_7978
Lhum_RNA22649_R0	gene_7979
Lhum_RNA3402_R8	gene_7980
Sinv_RNA10982_R0	gene_7981
Lhum_RNA371_R0	gene_7982
Dmel_RNA23393_R0	gene_7983
Dqua_RNA23441_R4	gene_7984
Sinv_RNA10985_R0	gene_7985
Sinv_RNA17764_R3	gene_7985
Sinv_RNA8796_R3	gene_7985
Sinv_RNA15482_R2	gene_7985
Sinv_RNA18067_R3	gene_7985
Mpha_RNA8582_R1	gene_7986
Sinv_RNA10986_R0	gene_7987
Sinv_RNA17914_R1	gene_7988
Dmel_RNA15112_R7	gene_7989
Sinv_RNA22079_R7	gene_7990
Sinv_RNA10988_R0	gene_7991
Sinv_RNA10992_R0	gene_7992
Lhum_RNA3402_R9	gene_7993
Sinv_RNA10994_R0	gene_7994
Cbir_RNA5439_R0	gene_7994
Dqua_RNA1398_R0	gene_7995
Sinv_RNA10996_R0	gene_7996
Amel_RNA29031_R0	gene_7996
Sinv_RNA10990_R0	gene_7997
Sinv_RNA10991_R0	gene_7998
Sinv_RNA10993_R0	gene_7999
Mpha_RNA11144_R0	gene_8000
Mpha_RNA5194_R0	gene_8001
Sinv_RNA10999_R0	gene_8002
Mpha_RNA18806_R0	gene_8003
Cbir_RNA2479_R0	gene_8003
Dmel_RNA26602_R0	gene_8004
Aech_RNA6721_R2	gene_8005
Sinv_RNA12997_R7	gene_8006
Sinv_RNA18999_R1	gene_8007
Sinv_RNA382_R1	gene_8008
Sinv_RNA11004_R0	gene_8009
Aech_RNA862_R9	gene_8010
Mpha_RNA3321_R3	gene_8011
Sinv_RNA11005_R0	gene_8012
Mpha_RNA7038_R9	gene_8013
Mpha_RNA8743_R2	gene_8014
Sinv_RNA11006_R0	gene_8015
Cbir_RNA8591_R1	gene_8016
Cbir_RNA6997_R6	gene_8017
Sinv_RNA11008_R0	gene_8018
Sinv_RNA11009_R0	gene_8019
Sinv_RNA11010_R0	gene_8020
Cbir_RNA18719_R5	gene_8021
Sinv_RNA11011_R0	gene_8022
Sinv_RNA11014_R0	gene_8023
Sinv_RNA11015_R0	gene_8024
Sinv_RNA11016_R0	gene_8025
Sinv_RNA19867_R1	gene_8025
Nvit_RNA25759_R0	gene_8025
Mpha_RNA385_R8	gene_8025
Sinv_RNA11017_R0	gene_8026
Sinv_RNA11018_R0	gene_8027
Sinv_RNA19796_R4	gene_8028
Sinv_RNA11771_R8	gene_8029
Sinv_RNA18527_R3	gene_8030
Cbir_RNA6997_R0	gene_8031
Sinv_RNA10358_R2	gene_8032
Dmel_RNA1901_R5	gene_8033
Sinv_RNA11023_R0	gene_8034
Amel_RNA12475_R0	gene_8035
Mpha_RNA4088_R4	gene_8036
Mpha_RNA4088_R1	gene_8037
Cbir_RNA6892_R0	gene_8038
Sinv_RNA11032_R0	gene_8039
Sinv_RNA11035_R0	gene_8040
Sinv_RNA11037_R0	gene_8041
Mpha_RNA14283_R0	gene_8041
Mpha_RNA14284_R0	gene_8041
Nvit_RNA8177_R0	gene_8041
Mpha_RNA668_R5	gene_8042
Aech_RNA4875_R0	gene_8043
Dmel_RNA26048_R0	gene_8043
Lhum_RNA19299_R0	gene_8044
Sinv_RNA11030_R0	gene_8045
Sinv_RNA11031_R0	gene_8046
Sinv_RNA11033_R0	gene_8047
Sinv_RNA11036_R0	gene_8048
Mpha_RNA12868_R0	gene_8048
Sinv_RNA11039_R0	gene_8049
Sinv_RNA11041_R0	gene_8049
Dqua_RNA1172_R1	gene_8049
Sinv_RNA19997_R4	gene_8050
Lhum_RNA21846_R6	gene_8051
Sinv_RNA17914_R7	gene_8052
Sinv_RNA21798_R7	gene_8053
Nvit_RNA25661_R7	gene_8054
Sinv_RNA12287_R2	gene_8055
Sinv_RNA20265_R4	gene_8055
Cbir_RNA17610_R1	gene_8055
Sinv_RNA21915_R6	gene_8055
Aech_RNA12007_R1	gene_8055
Sinv_RNA11044_R0	gene_8056
Sinv_RNA11045_R0	gene_8057
Sinv_RNA11047_R0	gene_8058
Sinv_RNA5375_R5	gene_8059
Sinv_RNA11048_R0	gene_8060
Mpha_RNA4505_R1	gene_8061
Lhum_RNA15177_R1	gene_8062
Sinv_RNA11051_R0	gene_8063
Sinv_RNA11050_R0	gene_8064
Sinv_RNA17434_R3	gene_8065
Sinv_RNA17437_R1	gene_8066
Cbir_RNA14148_R6	gene_8066
Dqua_RNA22475_R1	gene_8066
Lhum_RNA268_R1	gene_8066
Lhum_RNA457_R3	gene_8066
Sinv_RNA17436_R1	gene_8067
Dqua_RNA23465_R7	gene_8068
Sinv_RNA11056_R0	gene_8069
Sinv_RNA11057_R0	gene_8070
Sinv_RNA11058_R0	gene_8071
Sinv_RNA20283_R2	gene_8072
Mpha_RNA430_R1	gene_8073
Dmel_RNA25794_R4	gene_8073
Sinv_RNA4455_R6	gene_8074
Nvit_RNA15135_R2	gene_8075
Cbir_RNA25388_R1	gene_8076
Sinv_RNA6277_R3	gene_8077
Sinv_RNA13211_R2	gene_8078
Nvit_RNA5627_R4	gene_8079
Sinv_RNA11061_R0	gene_8080
Sinv_RNA15589_R3	gene_8081
Nvit_RNA14792_R2	gene_8082
Cbir_RNA16649_R2	gene_8083
Dmel_RNA31520_R1	gene_8084
Sinv_RNA11063_R0	gene_8085
Lhum_RNA16047_R3	gene_8086
Lhum_RNA4811_R0	gene_8087
Cbir_RNA11369_R2	gene_8088
Lhum_RNA132_R5	gene_8089
Nvit_RNA26087_R7	gene_8090
Sinv_RNA19133_R1	gene_8091
Cbir_RNA20774_R5	gene_8092
Mpha_RNA20920_R0	gene_8093
Sinv_RNA11068_R0	gene_8094
Sinv_RNA11069_R0	gene_8095
Lhum_RNA23423_R0	gene_8095
Mpha_RNA6062_R9	gene_8096
Aech_RNA9376_R6	gene_8097
Dmel_RNA26316_R0	gene_8098
Sinv_RNA9399_R7	gene_8099
Sinv_RNA11071_R0	gene_8100
Sinv_RNA11072_R0	gene_8101
Cbir_RNA1642_R6	gene_8102
Dqua_RNA15006_R4	gene_8102
Sinv_RNA11587_R6	gene_8103
Sinv_RNA21857_R7	gene_8104
Lhum_RNA21634_R1	gene_8105
Lhum_RNA2111_R6	gene_8106
Cbir_RNA11922_R2	gene_8107
Cbir_RNA9714_R0	gene_8108
Sinv_RNA11075_R0	gene_8109
Cbir_RNA2704_R0	gene_8109
Mpha_RNA8983_R0	gene_8109
Mpha_RNA2280_R0	gene_8109
Sinv_RNA11077_R0	gene_8110
Sinv_RNA11078_R0	gene_8111
Sinv_RNA11079_R0	gene_8112
Sinv_RNA11082_R0	gene_8113
Sinv_RNA11083_R0	gene_8114
Sinv_RNA11086_R0	gene_8115
Nvit_RNA4286_R5	gene_8116
Cbir_RNA2697_R0	gene_8117
Lhum_RNA5327_R0	gene_8118
Sinv_RNA11090_R0	gene_8119
Sinv_RNA11091_R0	gene_8119
Mpha_RNA20089_R0	gene_8119
Dqua_RNA13336_R0	gene_8120
Mpha_RNA13590_R0	gene_8121
Dmel_RNA15112_R1	gene_8122
Nvit_RNA14484_R0	gene_8123
Sinv_RNA11107_R0	gene_8124
Sinv_RNA11108_R0	gene_8124
Sinv_RNA11111_R0	gene_8125
Cbir_RNA24216_R7	gene_8126
Sinv_RNA16809_R9	gene_8127
Sinv_RNA11113_R0	gene_8128
Sinv_RNA11114_R0	gene_8129
Lhum_RNA1742_R9	gene_8130
Sinv_RNA5217_R9	gene_8131
Dqua_RNA1662_R0	gene_8132
Dqua_RNA1097_R3	gene_8133
Sinv_RNA11118_R0	gene_8134
Sinv_RNA11116_R0	gene_8135
Mpha_RNA14_R1	gene_8136
Sinv_RNA11115_R0	gene_8137
Sinv_RNA11117_R0	gene_8138
Aech_RNA15285_R0	gene_8139
Cbir_RNA7514_R9	gene_8140
Sinv_RNA11124_R0	gene_8141
Dmel_RNA26311_R0	gene_8141
Sinv_RNA11125_R0	gene_8142
Sinv_RNA11076_R0	gene_8143
Sinv_RNA11080_R0	gene_8144
Amel_RNA25937_R1	gene_8145
Cbir_RNA2699_R0	gene_8146
Sinv_RNA11085_R0	gene_8147
Mpha_RNA10059_R1	gene_8147
Aech_RNA53_R2	gene_8147
Sinv_RNA11087_R0	gene_8148
Sinv_RNA18481_R1	gene_8148
Mpha_RNA4272_R3	gene_8148
Nvit_RNA1032_R4	gene_8148
Dqua_RNA23457_R4	gene_8148
Nvit_RNA13975_R8	gene_8148
Dmel_RNA19129_R5	gene_8148
Mpha_RNA2630_R2	gene_8149
Mpha_RNA3961_R2	gene_8149
Nvit_RNA4286_R9	gene_8150
Sinv_RNA11093_R0	gene_8151
Sinv_RNA11092_R0	gene_8151
Nvit_RNA14494_R0	gene_8151
Sinv_RNA11095_R0	gene_8152
Sinv_RNA11096_R0	gene_8153
Sinv_RNA11105_R0	gene_8154
Sinv_RNA11109_R0	gene_8155
Lhum_RNA5345_R0	gene_8155
Sinv_RNA11110_R0	gene_8156
Cbir_RNA2673_R0	gene_8156
Sinv_RNA11121_R0	gene_8157
Sinv_RNA11123_R0	gene_8158
Aech_RNA15280_R0	gene_8158
Sinv_RNA11126_R0	gene_8159
Sinv_RNA11131_R0	gene_8160
Sinv_RNA11130_R0	gene_8161
Lhum_RNA6611_R8	gene_8162
Dqua_RNA11254_R3	gene_8163
Nvit_RNA25384_R4	gene_8164
Mpha_RNA6176_R0	gene_8165
Sinv_RNA11133_R0	gene_8166
Mpha_RNA10780_R8	gene_8167
Cbir_RNA6430_R6	gene_8168
Aech_RNA2444_R1	gene_8169
Sinv_RNA11139_R0	gene_8170
Sinv_RNA11140_R0	gene_8171
Sinv_RNA11144_R0	gene_8172
Dqua_RNA4876_R0	gene_8172
Nvit_RNA1063_R0	gene_8172
Sinv_RNA11145_R0	gene_8173
Sinv_RNA11150_R0	gene_8174
Sinv_RNA11149_R0	gene_8174
Sinv_RNA11153_R0	gene_8174
Aech_RNA780_R0	gene_8174
Sinv_RNA11152_R0	gene_8174
Amel_RNA2885_R0	gene_8174
Lhum_RNA6924_R0	gene_8174
Sinv_RNA11157_R0	gene_8175
Aech_RNA7565_R7	gene_8176
Nvit_RNA26121_R3	gene_8177
Aech_RNA12121_R1	gene_8178
Sinv_RNA11135_R0	gene_8179
Sinv_RNA11136_R0	gene_8180
Aech_RNA16872_R0	gene_8181
Sinv_RNA11142_R0	gene_8182
Nvit_RNA5839_R0	gene_8182
Sinv_RNA11148_R0	gene_8183
Sinv_RNA11147_R0	gene_8183
Lhum_RNA6920_R0	gene_8183
Sinv_RNA11161_R0	gene_8184
Sinv_RNA11160_R0	gene_8184
Aech_RNA775_R0	gene_8184
Sinv_RNA11163_R0	gene_8185
Lhum_RNA6932_R0	gene_8185
Sinv_RNA11164_R0	gene_8186
Nvit_RNA20249_R1	gene_8186
Aech_RNA8869_R2	gene_8186
Nvit_RNA22987_R1	gene_8186
Nvit_RNA18371_R1	gene_8186
Sinv_RNA8802_R3	gene_8186
Mpha_RNA11815_R3	gene_8186
Sinv_RNA11167_R0	gene_8187
Dmel_RNA13942_R8	gene_8188
Sinv_RNA5262_R7	gene_8189
Sinv_RNA11169_R0	gene_8190
Sinv_RNA18284_R1	gene_8191
Sinv_RNA11175_R0	gene_8192
Lhum_RNA23846_R0	gene_8193
Sinv_RNA17666_R1	gene_8194
Sinv_RNA21403_R2	gene_8194
Sinv_RNA21403_R5	gene_8195
Sinv_RNA11177_R0	gene_8196
Sinv_RNA11179_R0	gene_8197
Cbir_RNA22721_R2	gene_8198
Aech_RNA6721_R8	gene_8199
Sinv_RNA11183_R0	gene_8200
Amel_RNA28791_R0	gene_8200
Mpha_RNA705_R0	gene_8201
Sinv_RNA11187_R0	gene_8202
Sinv_RNA22130_R3	gene_8203
Lhum_RNA669_R2	gene_8204
Sinv_RNA11190_R0	gene_8205
Lhum_RNA23911_R0	gene_8206
Lhum_RNA23904_R1	gene_8207
Aech_RNA17946_R4	gene_8208
Nvit_RNA11446_R2	gene_8209
Cbir_RNA11437_R3	gene_8210
Sinv_RNA17889_R1	gene_8211
Sinv_RNA11195_R0	gene_8212
Nvit_RNA25375_R7	gene_8213
Sinv_RNA21118_R6	gene_8214
Aech_RNA3250_R1	gene_8215
Dqua_RNA6397_R5	gene_8216
Sinv_RNA11263_R1	gene_8217
Sinv_RNA5215_R1	gene_8218
Cbir_RNA1048_R7	gene_8219
Sinv_RNA12858_R5	gene_8220
Lhum_RNA6853_R0	gene_8221
Mpha_RNA1372_R6	gene_8221
Sinv_RNA11200_R0	gene_8222
Nvit_RNA19607_R0	gene_8223
Sinv_RNA11203_R0	gene_8224
Sinv_RNA11204_R0	gene_8224
Sinv_RNA11206_R0	gene_8224
Aech_RNA13261_R3	gene_8225
Sinv_RNA11209_R0	gene_8226
Mpha_RNA2071_R0	gene_8227
Sinv_RNA11208_R0	gene_8228
Lhum_RNA6973_R4	gene_8229
Sinv_RNA11210_R0	gene_8230
Sinv_RNA11211_R0	gene_8231
Sinv_RNA11213_R0	gene_8232
Sinv_RNA20145_R1	gene_8232
Aech_RNA10966_R3	gene_8232
Dqua_RNA23269_R4	gene_8232
Mpha_RNA7485_R3	gene_8232
Dqua_RNA23266_R3	gene_8232
Sinv_RNA11214_R0	gene_8233
Mpha_RNA7472_R0	gene_8233
Aech_RNA10969_R0	gene_8233
Cbir_RNA19963_R0	gene_8233
Sinv_RNA11218_R0	gene_8234
Dqua_RNA2540_R0	gene_8234
Sinv_RNA11221_R0	gene_8235
Aech_RNA10972_R0	gene_8236
Sinv_RNA11226_R0	gene_8237
Sinv_RNA11230_R0	gene_8238
Mpha_RNA19292_R0	gene_8238
Sinv_RNA11235_R0	gene_8239
Cbir_RNA19937_R0	gene_8239
Sinv_RNA11245_R0	gene_8240
Dmel_RNA14389_R8	gene_8241
Dqua_RNA2541_R0	gene_8242
Sinv_RNA11224_R0	gene_8243
Amel_RNA1396_R0	gene_8243
Dmel_RNA18983_R0	gene_8243
Sinv_RNA11225_R0	gene_8244
Aech_RNA10976_R0	gene_8244
Aech_RNA10977_R0	gene_8244
Sinv_RNA11228_R0	gene_8245
Sinv_RNA11229_R0	gene_8245
Sinv_RNA11231_R0	gene_8246
Sinv_RNA11234_R0	gene_8246
Cbir_RNA19927_R0	gene_8246
Sinv_RNA11243_R0	gene_8247
Mpha_RNA13694_R0	gene_8248
Mpha_RNA13698_R0	gene_8249
Sinv_RNA11273_R0	gene_8250
Mpha_RNA13696_R0	gene_8251
Sinv_RNA11274_R0	gene_8252
Mpha_RNA11247_R0	gene_8253
Mpha_RNA13700_R1	gene_8254
Mpha_RNA13699_R0	gene_8255
Mpha_RNA11245_R2	gene_8256
Mpha_RNA11245_R3	gene_8257
Sinv_RNA11246_R0	gene_8258
Sinv_RNA11269_R0	gene_8259
Sinv_RNA11250_R0	gene_8260
Sinv_RNA11271_R0	gene_8261
Sinv_RNA11251_R0	gene_8262
Sinv_RNA11278_R0	gene_8263
Mpha_RNA11245_R5	gene_8264
Sinv_RNA11249_R0	gene_8265
Sinv_RNA11262_R0	gene_8266
Sinv_RNA11248_R0	gene_8267
Sinv_RNA11261_R0	gene_8268
Sinv_RNA11264_R0	gene_8269
Sinv_RNA11259_R0	gene_8270
Cbir_RNA24697_R5	gene_8271
Sinv_RNA11263_R0	gene_8272
Sinv_RNA11259_R1	gene_8273
Sinv_RNA11276_R0	gene_8274
Sinv_RNA11247_R0	gene_8275
Cbir_RNA24593_R0	gene_8276
Sinv_RNA11272_R0	gene_8277
Sinv_RNA11279_R0	gene_8278
Cbir_RNA17392_R3	gene_8279
Sinv_RNA11279_R1	gene_8280
Sinv_RNA19802_R2	gene_8281
Sinv_RNA11275_R0	gene_8282
Sinv_RNA11270_R0	gene_8283
Sinv_RNA11282_R0	gene_8284
Sinv_RNA11277_R0	gene_8285
Sinv_RNA11282_R1	gene_8286
Cbir_RNA24705_R4	gene_8287
Sinv_RNA11282_R2	gene_8288
Sinv_RNA11270_R2	gene_8289
Sinv_RNA11277_R2	gene_8290
Cbir_RNA12054_R0	gene_8291
Cbir_RNA12054_R2	gene_8292
Cbir_RNA25121_R5	gene_8293
Cbir_RNA21346_R5	gene_8294
Aech_RNA15580_R6	gene_8295
Aech_RNA14047_R0	gene_8296
Cbir_RNA22854_R1	gene_8297
Cbir_RNA25335_R2	gene_8298
Sinv_RNA11255_R0	gene_8299
Cbir_RNA24723_R1	gene_8300
Dqua_RNA15585_R4	gene_8301
Sinv_RNA16995_R9	gene_8302
Cbir_RNA14491_R0	gene_8303
Aech_RNA16345_R6	gene_8304
Cbir_RNA21554_R5	gene_8305
Sinv_RNA10822_R7	gene_8306
Cbir_RNA11758_R1	gene_8307
Cbir_RNA9870_R3	gene_8308
Dqua_RNA14703_R3	gene_8309
Aech_RNA7506_R4	gene_8310
Sinv_RNA11284_R0	gene_8311
Mpha_RNA6506_R0	gene_8311
Sinv_RNA17033_R1	gene_8312
Sinv_RNA17035_R2	gene_8313
Mpha_RNA2924_R2	gene_8314
Mpha_RNA22248_R2	gene_8315
Mpha_RNA5377_R5	gene_8316
Mpha_RNA10503_R2	gene_8317
Mpha_RNA1027_R5	gene_8318
Mpha_RNA1979_R7	gene_8319
Lhum_RNA6853_R2	gene_8320
Nvit_RNA25375_R4	gene_8321
Aech_RNA2354_R0	gene_8322
Amel_RNA29063_R0	gene_8323
Sinv_RNA2572_R4	gene_8324
Sinv_RNA11288_R0	gene_8325
Sinv_RNA18993_R6	gene_8326
Sinv_RNA11291_R0	gene_8327
Cbir_RNA5263_R0	gene_8327
Sinv_RNA11290_R0	gene_8328
Lhum_RNA6745_R0	gene_8328
Dmel_RNA31428_R0	gene_8328
Sinv_RNA11292_R0	gene_8329
Sinv_RNA11293_R0	gene_8329
Sinv_RNA17473_R3	gene_8330
Sinv_RNA11296_R0	gene_8331
Sinv_RNA2154_R1	gene_8332
Sinv_RNA11297_R0	gene_8333
Cbir_RNA19364_R7	gene_8334
Sinv_RNA11306_R0	gene_8335
Sinv_RNA11307_R0	gene_8336
Sinv_RNA11311_R0	gene_8337
Sinv_RNA11312_R0	gene_8338
Lhum_RNA4150_R0	gene_8339
Dqua_RNA17418_R0	gene_8339
Sinv_RNA11316_R0	gene_8340
Dmel_RNA650_R0	gene_8340
Sinv_RNA11320_R0	gene_8341
Sinv_RNA11323_R0	gene_8342
Sinv_RNA11326_R0	gene_8343
Mpha_RNA11447_R0	gene_8343
Lhum_RNA22567_R0	gene_8343
Sinv_RNA11328_R0	gene_8344
Sinv_RNA11330_R0	gene_8345
Sinv_RNA11331_R0	gene_8346
Nvit_RNA26028_R3	gene_8347
Dqua_RNA17428_R0	gene_8348
Sinv_RNA11304_R0	gene_8348
Dmel_RNA7998_R0	gene_8348
Sinv_RNA11308_R0	gene_8349
Sinv_RNA11310_R0	gene_8350
Dmel_RNA31956_R0	gene_8350
Sinv_RNA11313_R0	gene_8351
Sinv_RNA11317_R0	gene_8352
Sinv_RNA11318_R0	gene_8353
Nvit_RNA24940_R0	gene_8353
Sinv_RNA11321_R0	gene_8354
Sinv_RNA11322_R0	gene_8355
Sinv_RNA11324_R0	gene_8356
Sinv_RNA11329_R0	gene_8357
Dmel_RNA15993_R0	gene_8357
Sinv_RNA11337_R0	gene_8358
Aech_RNA8839_R0	gene_8358
Cbir_RNA1206_R0	gene_8358
Nvit_RNA10863_R0	gene_8358
Dmel_RNA32997_R0	gene_8358
Dmel_RNA2116_R5	gene_8359
Sinv_RNA11338_R0	gene_8360
Sinv_RNA11008_R6	gene_8361
Mpha_RNA1970_R5	gene_8362
Sinv_RNA11340_R0	gene_8363
Amel_RNA16879_R0	gene_8363
Sinv_RNA11341_R0	gene_8364
Dmel_RNA9797_R7	gene_8365
Sinv_RNA11375_R0	gene_8366
Sinv_RNA11382_R0	gene_8367
Sinv_RNA11339_R0	gene_8368
Amel_RNA23264_R1	gene_8368
Sinv_RNA11342_R0	gene_8369
Nvit_RNA25316_R0	gene_8369
Sinv_RNA11343_R0	gene_8370
Sinv_RNA11344_R0	gene_8371
Mpha_RNA9940_R0	gene_8371
Mpha_RNA9935_R0	gene_8371
Sinv_RNA11346_R0	gene_8372
Sinv_RNA11347_R0	gene_8373
Dqua_RNA8627_R0	gene_8374
Dqua_RNA1856_R1	gene_8375
Sinv_RNA11349_R0	gene_8376
Dqua_RNA8628_R0	gene_8377
Sinv_RNA11354_R0	gene_8378
Sinv_RNA11352_R0	gene_8379
Sinv_RNA11350_R0	gene_8380
Sinv_RNA11353_R0	gene_8381
Sinv_RNA11351_R0	gene_8382
Sinv_RNA11355_R0	gene_8383
Sinv_RNA11356_R0	gene_8384
Sinv_RNA11357_R0	gene_8385
Sinv_RNA11359_R0	gene_8386
Sinv_RNA11358_R0	gene_8387
Lhum_RNA18706_R0	gene_8388
Lhum_RNA655_R0	gene_8389
Lhum_RNA655_R1	gene_8390
Lhum_RNA655_R5	gene_8391
Lhum_RNA12331_R0	gene_8392
Cbir_RNA6444_R0	gene_8393
Lhum_RNA15594_R1	gene_8394
Sinv_RNA11361_R0	gene_8395
Sinv_RNA11364_R0	gene_8396
Cbir_RNA6454_R1	gene_8397
Cbir_RNA6454_R2	gene_8398
Mpha_RNA4989_R0	gene_8399
Cbir_RNA6452_R7	gene_8400
Dqua_RNA17742_R1	gene_8401
Dqua_RNA17742_R2	gene_8402
Cbir_RNA6454_R0	gene_8403
Dqua_RNA17742_R0	gene_8404
Lhum_RNA655_R2	gene_8405
Cbir_RNA6457_R1	gene_8406
Cbir_RNA6450_R1	gene_8407
Cbir_RNA6452_R6	gene_8408
Mpha_RNA9930_R0	gene_8409
Cbir_RNA6459_R1	gene_8410
Mpha_RNA9927_R0	gene_8411
Cbir_RNA6459_R2	gene_8412
Mpha_RNA9927_R1	gene_8413
Cbir_RNA6452_R4	gene_8414
Lhum_RNA656_R1	gene_8415
Lhum_RNA655_R3	gene_8416
Lhum_RNA15594_R4	gene_8417
Lhum_RNA655_R7	gene_8418
Sinv_RNA11366_R0	gene_8419
Sinv_RNA11367_R0	gene_8420
Sinv_RNA11368_R0	gene_8421
Dmel_RNA20433_R0	gene_8421
Dmel_RNA20432_R0	gene_8421
Sinv_RNA9728_R1	gene_8422
Dqua_RNA6747_R0	gene_8423
Sinv_RNA11373_R0	gene_8424
Sinv_RNA11374_R0	gene_8425
Sinv_RNA11376_R0	gene_8426
Sinv_RNA11377_R0	gene_8427
Sinv_RNA11381_R0	gene_8427
Sinv_RNA11378_R0	gene_8427
Sinv_RNA11379_R0	gene_8427
Lhum_RNA185_R0	gene_8427
Lhum_RNA184_R0	gene_8427
Dqua_RNA6754_R0	gene_8428
Mpha_RNA13190_R0	gene_8429
Sinv_RNA11392_R0	gene_8430
Lhum_RNA865_R0	gene_8430
Dmel_RNA30354_R6	gene_8430
Sinv_RNA11396_R0	gene_8431
Sinv_RNA11395_R0	gene_8432
Lhum_RNA18134_R2	gene_8433
Lhum_RNA18134_R3	gene_8434
Lhum_RNA18134_R4	gene_8435
Lhum_RNA18134_R5	gene_8436
Lhum_RNA18134_R6	gene_8437
Sinv_RNA11389_R0	gene_8438
Mpha_RNA9838_R0	gene_8439
Sinv_RNA11387_R0	gene_8440
Dqua_RNA12593_R0	gene_8441
Sinv_RNA11385_R0	gene_8442
Aech_RNA4930_R2	gene_8443
Mpha_RNA9835_R0	gene_8444
Amel_RNA22601_R1	gene_8445
Sinv_RNA11398_R0	gene_8446
Sinv_RNA11401_R0	gene_8447
Sinv_RNA11403_R0	gene_8448
Lhum_RNA1426_R0	gene_8448
Mpha_RNA1282_R4	gene_8449
Sinv_RNA17398_R4	gene_8450
Sinv_RNA11405_R0	gene_8451
Sinv_RNA11407_R0	gene_8452
Sinv_RNA11406_R0	gene_8453
Sinv_RNA11408_R0	gene_8454
Sinv_RNA18999_R4	gene_8455
Sinv_RNA21640_R1	gene_8456
Dqua_RNA11103_R0	gene_8457
Sinv_RNA3333_R5	gene_8458
Sinv_RNA11412_R0	gene_8459
Sinv_RNA11413_R0	gene_8460
Sinv_RNA11416_R0	gene_8461
Dqua_RNA22466_R2	gene_8462
Sinv_RNA11420_R0	gene_8463
Lhum_RNA23856_R3	gene_8464
Sinv_RNA11415_R0	gene_8465
Mpha_RNA17978_R0	gene_8465
Mpha_RNA1230_R3	gene_8466
Sinv_RNA11418_R0	gene_8467
Cbir_RNA4148_R0	gene_8467
Nvit_RNA10398_R0	gene_8467
Aech_RNA18208_R8	gene_8468
Sinv_RNA11421_R0	gene_8469
Sinv_RNA11422_R0	gene_8470
Lhum_RNA1041_R8	gene_8471
Sinv_RNA11423_R0	gene_8472
Sinv_RNA11435_R0	gene_8473
Sinv_RNA11436_R0	gene_8474
Aech_RNA17343_R0	gene_8475
Amel_RNA8963_R0	gene_8476
Aech_RNA17333_R0	gene_8477
Sinv_RNA11444_R0	gene_8478
Sinv_RNA11447_R0	gene_8479
Sinv_RNA11450_R0	gene_8480
Sinv_RNA11454_R0	gene_8481
Sinv_RNA11455_R0	gene_8482
Sinv_RNA11460_R0	gene_8483
Sinv_RNA11461_R0	gene_8484
Sinv_RNA11463_R0	gene_8485
Sinv_RNA11468_R0	gene_8486
Sinv_RNA11469_R0	gene_8486
Sinv_RNA11470_R0	gene_8486
Sinv_RNA11472_R0	gene_8487
Lhum_RNA22421_R0	gene_8487
Dqua_RNA20421_R0	gene_8487
Sinv_RNA11477_R0	gene_8488
Sinv_RNA11476_R0	gene_8489
Amel_RNA21314_R0	gene_8490
Sinv_RNA11479_R0	gene_8491
Sinv_RNA11480_R0	gene_8492
Sinv_RNA11481_R0	gene_8493
Nvit_RNA20017_R0	gene_8493
Lhum_RNA574_R0	gene_8494
Lhum_RNA17877_R0	gene_8495
Dqua_RNA6865_R0	gene_8495
Mpha_RNA18616_R0	gene_8496
Sinv_RNA11440_R0	gene_8497
Sinv_RNA21488_R5	gene_8497
Sinv_RNA11442_R0	gene_8498
Dmel_RNA34524_R0	gene_8499
Sinv_RNA11446_R0	gene_8500
Amel_RNA28625_R1	gene_8500
Sinv_RNA11449_R0	gene_8501
Lhum_RNA17862_R0	gene_8501
Sinv_RNA11451_R0	gene_8502
Sinv_RNA11452_R0	gene_8503
Sinv_RNA11453_R0	gene_8503
Nvit_RNA11494_R0	gene_8503
Sinv_RNA11457_R0	gene_8504
Sinv_RNA11456_R0	gene_8504
Amel_RNA17833_R0	gene_8504
Sinv_RNA11459_R0	gene_8505
Sinv_RNA11462_R0	gene_8506
Amel_RNA18394_R0	gene_8506
Sinv_RNA11464_R0	gene_8507
Sinv_RNA11465_R0	gene_8508
Mpha_RNA1019_R0	gene_8508
Sinv_RNA11467_R0	gene_8508
Nvit_RNA18241_R0	gene_8508
Nvit_RNA18243_R0	gene_8508
Sinv_RNA11471_R0	gene_8509
Sinv_RNA11474_R0	gene_8510
Mpha_RNA5491_R0	gene_8510
Cbir_RNA2828_R0	gene_8511
Sinv_RNA11483_R0	gene_8512
Aech_RNA17281_R0	gene_8512
Aech_RNA17283_R0	gene_8512
